"trace_id","asset_id","filename","sha256","first_known_commit","first_known_date","first_known_path","current_path","source_record_found","generation_record_found","third_party_indicator","people_indicator","trademark_indicator","provenance_assessment","rights_assessment","remaining_evidence_needed","recommended_resolution","notes"
"KPT-011","AST-015","contact_banner.webp","5b752a58662b582bf9a6063b2d5f9876dcc74b7b7f08537a028dd709476fcf32","142acc102226917ef70abbdd3648cae4c8568fb2","2026-08-25T09:18:38+01:00","ASSETS/08_CONTACT/banners/contact_banner.webp","ASSETS/08_CONTACT/banners/contact_banner.webp","YES","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE_PARTIAL","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-012","AST-011","journal_featured_home.webp","87c985ec6827d5faf7c32bff6c8ef33a3e79b2950c7e0413bb3d549b73a3e4f5","672b9b388120de857fdd3c78907ed81fd2f44ea5","2026-08-26T17:08:44+01:00","ASSETS/09_BLOG/featured/journal_featured_home.webp","ASSETS/09_BLOG/featured/journal_featured_home.webp","YES","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE_PARTIAL","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-013","AST-013","faq_glossary_featured.webp","8680afeb285b9c27e02010ddf380c73cd798de9a0f0412b77261259b168adf18","672b9b388120de857fdd3c78907ed81fd2f44ea5","2026-08-26T17:08:44+01:00","ASSETS/10_RESOURCES/featured/faq_glossary_featured.webp","ASSETS/10_RESOURCES/featured/faq_glossary_featured.webp","YES","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE_PARTIAL","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-014","AST-012","resources_featured_home.webp","8bec827d3bc3db2b57085ae9e0c75c62ff9aac76ca7891883d118a4073bbca3b","672b9b388120de857fdd3c78907ed81fd2f44ea5","2026-08-26T17:08:44+01:00","ASSETS/10_RESOURCES/featured/resources_featured_home.webp","ASSETS/10_RESOURCES/featured/resources_featured_home.webp","YES","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE_PARTIAL","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-015","AST-009","new_earth_living_app.webp","b87796075ac89d5b85e12f2593e2be11f8fc5916d6173b7056a2aac0adb099d3","672b9b388120de857fdd3c78907ed81fd2f44ea5","2026-08-26T17:08:44+01:00","ASSETS/10_RESOURCES/hero/new_earth_living_app.webp","ASSETS/10_RESOURCES/hero/new_earth_living_app.webp","YES","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE_PARTIAL","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-016","AST-016","community_hero.webp","25a403610937644d757e2ca5f0f9056dfe0642f39f2fee2fbee6d14d9c4a2ea5","142acc102226917ef70abbdd3648cae4c8568fb2","2026-08-25T09:18:38+01:00","ASSETS/11_COMMUNITY/hero/community_hero.webp","ASSETS/11_COMMUNITY/hero/community_hero.webp","YES","NOT RECORDED","NO","REVIEW_REQUIRED_IF_IDENTIFIABLE","NO","PROVENANCE_PARTIAL","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-017","AST-017","new_earth_builders_logo.webp","8e03c9f84187e01008854297327c4117980c7b76a113ed4c0d284cb02b85bec6","4ae238b4f1f2695cb65f40e2de83a9aa8e0aed82","2026-08-27T06:35:05+01:00","ASSETS/11_COMMUNITY/partners/new_earth_builders_logo.webp","ASSETS/11_COMMUNITY/partners/new_earth_builders_logo.webp","YES","NOT RECORDED","YES","NOT_EVIDENCED","YES","PROVENANCE_PARTIAL","PUBLIC USE APPROVED - THIRD-PARTY BRAND PERMISSION CONFIRMED","Original transparent source remains optional","Use in existing New Earth Builders card only","Git history establishes repository trace only, not ownership; Peter confirms New Earth Builders authorised public display on new-earth.uk."
"KPT-018","AST-018","home_section_blueprint.png","21dd2b98d2b042beeaecbc79aa73f6d3cdee83c1b52d11b97e0112915f1a0a16","NOT FOUND","NOT FOUND","ASSETS/_INBOX/home_section_blueprint.png","ASSETS/_INBOX/home_section_blueprint.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-019","AST-019","home_section_manifesto.png","37ecda8e621ddf2a0168b6d7d381d073911b01107ea3a6fa1f03d0453588b1a7","NOT FOUND","NOT FOUND","ASSETS/_INBOX/home_section_manifesto.png","ASSETS/_INBOX/home_section_manifesto.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-020","AST-020","home_section_microgrow.png","1e761f81e19ea6a172e9bb62177b5994b84f1ddec47aa577859c096f1b6fb36d","NOT FOUND","NOT FOUND","ASSETS/_INBOX/home_section_microgrow.png","ASSETS/_INBOX/home_section_microgrow.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-021","AST-021","home_section_vision.png","95866e814bbcc3f712081df5364ac0d851bb11049926c85f99ae3c190db619a4","NOT FOUND","NOT FOUND","ASSETS/_INBOX/home_section_vision.png","ASSETS/_INBOX/home_section_vision.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-022","AST-022","microgrow_app_mockup.png","57ca166a27889d51e2ebd75362b5096a6d622492fa70f28891b86c90a506f81a","NOT FOUND","NOT FOUND","ASSETS/_INBOX/microgrow_app_mockup.png","ASSETS/_INBOX/microgrow_app_mockup.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-023","AST-023","microgrow_lifestyle_home.png","8efd65a6660f843972847be7fb720be15af76b7fd5497e986d5008dfaf1bd0e7","NOT FOUND","NOT FOUND","ASSETS/_INBOX/microgrow_lifestyle_home.png","ASSETS/_INBOX/microgrow_lifestyle_home.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-024","AST-024","microgrow_product_closeup.png","c011a50cf0b6594b88e8e6021fa154b3fa4af2be43b6819ae2d74dba8ec4797d","NOT FOUND","NOT FOUND","ASSETS/_INBOX/microgrow_product_closeup.png","ASSETS/_INBOX/microgrow_product_closeup.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-025","AST-025","systems_education.png","7478575eee752f3c8952a9d95f9fa3c9f2f615d51d7f3bd833b9c559ca1d6150","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_education.png","ASSETS/_INBOX/systems_education.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-026","AST-026","systems_energy.png","c1c012d002fa336c320313ffb03e4a48780e0ab1d9527985ad16bcc214c2da57","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_energy.png","ASSETS/_INBOX/systems_energy.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-027","AST-027","systems_food.png","fcb4c3b5e39237b9baa59b838311ab6d8a6310842f31ad918a2ab347bd672d55","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_food.png","ASSETS/_INBOX/systems_food.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-028","AST-028","systems_governance_community.png","33ca17963b9fca89d99e88333c3a10d0db05ae0f8086055403097b8d1db9abeb","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_governance_community.png","ASSETS/_INBOX/systems_governance_community.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-029","AST-029","systems_health.png","41659ea84779a92657b4721eefda0ce96b62daf9a152490066320ec7c7a645e5","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_health.png","ASSETS/_INBOX/systems_health.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-030","AST-030","systems_housing.png","0e127c240f387f7cdd5a1adc2a9ca78dbd57ae5e76d7ad2254fb815b8e0da34f","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_housing.png","ASSETS/_INBOX/systems_housing.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
"KPT-031","AST-031","systems_water.png","ccc294725467a4cf9540303ac386bc22eccfabb1f77ac51c83c7cea5ed4ac295","NOT FOUND","NOT FOUND","ASSETS/_INBOX/systems_water.png","ASSETS/_INBOX/systems_water.png","NO","NOT RECORDED","NO","NOT_EVIDENCED","NO","PROVENANCE UNKNOWN","RIGHTS EVIDENCE MISSING","Creator/source and licence or permission evidence","Obtain source/rights evidence or controlled replacement","Git history establishes repository trace only, not ownership."
