"import_id","decision_id","source_review_id","source_export_sha256","source_asset_id","canonical_asset_id","filename","repo_relative_path","owner_decision","owner_note","owner_priority","owner_selected_page","owner_selected_role","replacement_direction","rights_followup_required","source_classification","workflow_disposition","provenance_status","rights_status","public_build_status","import_status","notes"
"OADI-011","OD-AST-015","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-015","AST-015","contact_banner.webp","ASSETS/08_CONTACT/banners/contact_banner.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-012","OD-AST-011","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-011","AST-011","journal_featured_home.webp","ASSETS/09_BLOG/featured/journal_featured_home.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-013","OD-AST-013","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-013","AST-013","faq_glossary_featured.webp","ASSETS/10_RESOURCES/featured/faq_glossary_featured.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-014","OD-AST-012","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-012","AST-012","resources_featured_home.webp","ASSETS/10_RESOURCES/featured/resources_featured_home.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-015","OD-AST-009","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-009","AST-009","new_earth_living_app.webp","ASSETS/10_RESOURCES/hero/new_earth_living_app.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-016","OD-AST-016","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-016","AST-016","community_hero.webp","ASSETS/11_COMMUNITY/hero/community_hero.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-017","OD-AST-017","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","AST-017","AST-017","new_earth_builders_logo.webp","ASSETS/11_COMMUNITY/partners/new_earth_builders_logo.webp","KEEP","NONE PROVIDED","UNSET","EXISTING_GOVERNED_MAPPING","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","PROVENANCE PARTIAL","PROVENANCE PARTIAL","BLOCKED_RIGHTS","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-018","OD-IMGDISC-0018","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0018","AST-018","home_section_blueprint.png","ASSETS/_INBOX/home_section_blueprint.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-019","OD-IMGDISC-0019","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0019","AST-019","home_section_manifesto.png","ASSETS/_INBOX/home_section_manifesto.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-020","OD-IMGDISC-0020","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0020","AST-020","home_section_microgrow.png","ASSETS/_INBOX/home_section_microgrow.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-021","OD-IMGDISC-0021","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0021","AST-021","home_section_vision.png","ASSETS/_INBOX/home_section_vision.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-022","OD-IMGDISC-0022","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0022","AST-022","microgrow_app_mockup.png","ASSETS/_INBOX/microgrow_app_mockup.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-023","OD-IMGDISC-0023","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0023","AST-023","microgrow_lifestyle_home.png","ASSETS/_INBOX/microgrow_lifestyle_home.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-024","OD-IMGDISC-0024","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0024","AST-024","microgrow_product_closeup.png","ASSETS/_INBOX/microgrow_product_closeup.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-025","OD-IMGDISC-0025","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0025","AST-025","systems_education.png","ASSETS/_INBOX/systems_education.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-026","OD-IMGDISC-0026","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0026","AST-026","systems_energy.png","ASSETS/_INBOX/systems_energy.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-027","OD-IMGDISC-0027","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0027","AST-027","systems_food.png","ASSETS/_INBOX/systems_food.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-028","OD-IMGDISC-0028","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0028","AST-028","systems_governance_community.png","ASSETS/_INBOX/systems_governance_community.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-029","OD-IMGDISC-0029","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0029","AST-029","systems_health.png","ASSETS/_INBOX/systems_health.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-030","OD-IMGDISC-0030","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0030","AST-030","systems_housing.png","ASSETS/_INBOX/systems_housing.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-031","OD-IMGDISC-0031","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0031","AST-031","systems_water.png","ASSETS/_INBOX/systems_water.png","KEEP","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","True","CURATED_WEBSITE_ASSET","OWNER_SELECTED_REQUIRES_SPECIALIST_GATES","UNKNOWN","NOT RECORDED","NOT_REVIEWED","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-032","OD-IMGDISC-0032","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0032","IMGDISC-0032","about_hero.png","ASSETS_REFERENCE/global_images/about_hero.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-033","OD-IMGDISC-0033","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0033","IMGDISC-0033","blueprint_hero.png","ASSETS_REFERENCE/global_images/blueprint_hero.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-034","OD-IMGDISC-0034","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0034","IMGDISC-0034","community_hero.png","ASSETS_REFERENCE/global_images/community_hero.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-035","OD-IMGDISC-0035","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0035","IMGDISC-0035","contact_banner.png","ASSETS_REFERENCE/global_images/contact_banner.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-036","OD-IMGDISC-0036","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0036","IMGDISC-0036","global_page_hero_template.png","ASSETS_REFERENCE/global_images/global_page_hero_template.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-037","OD-IMGDISC-0037","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0037","IMGDISC-0037","home_hero_new_earth_main.png","ASSETS_REFERENCE/global_images/home_hero_new_earth_main.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-038","OD-IMGDISC-0038","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0038","IMGDISC-0038","manifesto_hero.png","ASSETS_REFERENCE/global_images/manifesto_hero.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-039","OD-IMGDISC-0039","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0039","IMGDISC-0039","microgrow_hero.png","ASSETS_REFERENCE/global_images/microgrow_hero.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-040","OD-IMGDISC-0040","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0040","IMGDISC-0040","systems_governance_community.png","ASSETS_REFERENCE/global_images/systems_governance_community.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
"OADI-041","OD-IMGDISC-0041","WA05H2-2026-08-27","1CB42C8B29A5C08B8B839A69D51924BAC6C4E7109B6DF436398170ED6F25197E","IMGDISC-0041","IMGDISC-0041","systems_health.png","ASSETS_REFERENCE/global_images/systems_health.png","PENDING","NONE PROVIDED","UNSET","UNASSIGNED","OWNER SELECTED / USAGE TO BE DETERMINED","NONE PROVIDED","False","LOCAL_REFERENCE","REFERENCE_ONLY_NO_OWNER_ACTION_REQUIRED","UNKNOWN","NOT RECORDED","REFERENCE_ONLY","IMPORTED_WITH_LEGACY_OUTCOME_FIELD","Raw owner outcome preserved; mapped to owner_decision for governance."
